"","logFC","AveExpr","t","P.Value","adj.P.Val","B","threshold"
"WDFY2",-111.591680814941,257.998550724638,-3.86381559844914,0.000251976042686838,0.00129392939256138,-4.28346402634977,"Downregulated"
"MIR124-2HG",-37.0146576117713,52.4613526570048,-3.86218126624984,0.000253360643468057,0.00129978939768131,-4.28370071589364,"Downregulated"
"CAPN5",-366.011120543294,890.381884057971,-3.85765501256995,0.000257233436220534,0.00131747275201669,-4.28435606851489,"Downregulated"
"IGLL3P",-13684.176910017,14346.4898550725,-3.85764811962148,0.000257239377061834,0.00131747275201669,-4.28435706636542,"Downregulated"
"OR2J3",-56.1499151103566,60.6478260869565,-3.85654685344555,0.000258190218337638,0.00132170865125526,-4.2845164832134,"Downregulated"
"DENND2D",-172.162860780984,810.084057971015,-3.85468328923805,0.000259806909895364,0.00132807471867767,-4.2847862177751,"Downregulated"
"MS4A8",-456.133191850594,569.047826086957,-3.8541429292258,0.000260277497813105,0.00133016188580868,-4.284864422879,"Downregulated"
"CLCC1",-126.681324278438,673.413043478261,-3.85398108383424,0.000260418604362611,0.00133056462520868,-4.28488784576664,"Downregulated"
"TOX3",-805.050785229203,2396.13224637681,-3.85369847304016,0.000260665177227458,0.00133150590529701,-4.28492874558441,"Downregulated"
"TMEM134",-64.6518675721562,292.9,-3.85271451147366,0.000261525412602277,0.00133558064011163,-4.2850711388543,"Downregulated"
"ZBTB43",-85.8994057724956,338.789855072464,-3.85156910841309,0.000262530215695411,0.00133975097171013,-4.2852368813299,"Downregulated"
"ARR3",-94.746179966044,239.314492753623,-3.8504217291711,0.000263540460355552,0.00134394307827448,-4.28540289498847,"Downregulated"
"LOC105370109",-265.001867572157,1589.99565217391,-3.84949237262333,0.000264361469636099,0.00134780804655482,-4.28553735221211,"Downregulated"
"MIGA2",-165.1019524618,463.842028985507,-3.84861957133777,0.000265134747994371,0.00135078311376808,-4.28566361829132,"Downregulated"
"IRAK4",-93.6222410865875,378.646376811594,-3.84776994667352,0.000265889573705246,0.00135398274335311,-4.28578652321619,"Downregulated"
"LINC02864",-43.1404923599321,116.989855072464,-3.84637625848337,0.000267132218136865,0.00135998636060763,-4.28598811358895,"Downregulated"
"CCNT2",-91.6817275042443,506.684420289855,-3.84511371747752,0.000268262730180539,0.00136509104800233,-4.2861707151945,"Downregulated"
"MEP1B",-640.706960950764,441.727536231884,-3.84495520439416,0.000268404990342948,0.00136548960904105,-4.28619363970514,"Downregulated"
"CBFA2T3",-105.808064516129,219.786956521739,-3.84330017729225,0.000269894644506686,0.0013720875797975,-4.28643297636363,"Downregulated"
"ITPR3",-269.186375212225,1093.59275362319,-3.84198156687457,0.000271087162713931,0.0013768391282001,-4.28662364092152,"Downregulated"
"CELA3A",-202.7019524618,223.284782608696,-3.84166599284568,0.000271373307566999,0.00137796474790975,-4.28666926844022,"Downregulated"
"LOC155060",-42.6664685908321,152.801449275362,-3.84035263276348,0.000272567299611063,0.00138369855426515,-4.28685914947704,"Downregulated"
"CCDC71",-74.0773344651952,166.452173913043,-3.83969734993112,0.000273164905458145,0.00138607338699682,-4.28695388065198,"Downregulated"
"CBX7",-252.099575551783,716.017391304348,-3.83937175520598,0.000273462308359188,0.00138681014340772,-4.28700094854013,"Downregulated"
"ALAS2",-34.5410016977929,67.5,-3.83936367511161,0.000273469692775848,0.00138681014340772,-4.28700211658109,"Downregulated"
"CHKB",-201.096689303905,849.91884057971,-3.83917164758964,0.000273645243383306,0.00138719237192909,-4.28702987544535,"Downregulated"
"LINC03011",-114.518930390492,231.505797101449,-3.83893377800315,0.00027386285225069,0.00138796605019411,-4.28706426050422,"Downregulated"
"D21S2088E",-81.8778013582345,183.015942028986,-3.83767500728272,0.000275017168361565,0.00139282467742422,-4.28724621041341,"Downregulated"
"LGALS8-AS1",-89.8578947368422,252.313043478261,-3.83692917723331,0.000275703305365053,0.00139596858527298,-4.28735400841449,"Downregulated"
"LOC101930028",-35.1519524617997,39.0086956521739,-3.83455407944512,0.000277899251358218,0.00140589323710788,-4.28769724905461,"Downregulated"
"SCUBE3",-65.5412775891341,195.771739130435,-3.83315656846496,0.000279199166639944,0.00141166112735068,-4.28789918214611,"Downregulated"
"MFN2",-121.512733446519,580.268115942029,-3.83240714376895,0.000279898651606175,0.00141486284079363,-4.28800746089736,"Downregulated"
"ZNF91",-197.311278195488,572.235817805383,-3.8316457134838,0.000280611060763683,0.00141812835417179,-4.28811746763771,"Downregulated"
"BCL2L14",-81.7058998302207,232.903623188406,-3.83049044125943,0.000281695273117148,0.00142259776494749,-4.28828436149365,"Downregulated"
"CELA3B",-147.416893039049,138.191304347826,-3.83033172281007,0.000281844541980756,0.00142301510238369,-4.28830728920443,"Downregulated"
"STKLD1",-42.5996179966044,92.7586956521739,-3.82945821434551,0.00028266740102476,0.00142683235256105,-4.28843346688091,"Downregulated"
"HDAC9",-86.9615959252972,189.693913043478,-3.82818952739776,0.000283866622714908,0.00143254713169241,-4.28861671214033,"Downregulated"
"DND1",-103.555602716469,453.735507246377,-3.82764316193591,0.000284384572091134,0.00143448306711156,-4.2886956217723,"Downregulated"
"LOC101929279",-65.6365025466893,104.436231884058,-3.82742023683312,0.000284596162848225,0.00143521139314039,-4.28872781706628,"Downregulated"
"KCNT2",-46.7474957555179,96.6485507246377,-3.82700416759827,0.000284991480866267,0.0014368656885885,-4.28878790509,"Downregulated"
"LIPH",-332.757215619694,865.310144927536,-3.82543454923002,0.000286487553866815,0.00144372692022972,-4.28901456872762,"Downregulated"
"ARHGEF2",-152.968187606112,674.651811594203,-3.82526368180007,0.000286650868318087,0.00144420915184463,-4.28903924143294,"Downregulated"
"OR2H1",-23.2633616298812,54.1979710144928,-3.82457848177484,0.000287306675851231,0.00144683062394594,-4.28913817870649,"Downregulated"
"FUT1",-292.541341256367,477.928985507246,-3.82394649201823,0.000287912828986843,0.00144954132217633,-4.28922942802747,"Downregulated"
"HAND1",-90.0737691001699,238.723188405797,-3.82295566390018,0.000288865615965079,0.001453652912386,-4.28937247860105,"Downregulated"
"HTR1E",-106.942954159593,193.094202898551,-3.82169874831173,0.000290078618684941,0.00145941320594918,-4.28955392908014,"Downregulated"
"ROGDI",-194.396434634975,562.921739130435,-3.81991729055108,0.000291806194466825,0.00146672273363803,-4.28981107187491,"Downregulated"
"NACAD",-96.3607809847199,96.5188405797101,-3.81929154317254,0.000292415349694935,0.00146943873492582,-4.28990138599918,"Downregulated"
"HSPB8",-312.965704584041,682.563043478261,-3.81914888447686,0.000292554395997212,0.00146979163380674,-4.28992197529068,"Downregulated"
"CEP128",-40.6268081494058,125.974202898551,-3.8184630583356,0.000293223739747208,0.00147280795150074,-4.29002095419519,"Downregulated"
"AK8",-100.088285229202,333.122463768116,-3.81802643439689,0.000293650633840899,0.00147460535785095,-4.29008396520415,"Downregulated"
"QSOX1",-379.786926994907,922.13768115942,-3.81678485957406,0.000294867794806589,0.00148036941553463,-4.29026312983549,"Downregulated"
"HID1",-182.351358234295,509.739130434783,-3.81633172426268,0.000295313221603625,0.00148225722063188,-4.2903285147357,"Downregulated"
"AGAP4",-122.067572156197,492.409057971014,-3.81581561302161,0.000295821337601068,0.00148445871878431,-4.29040298378409,"Downregulated"
"SPRN",-93.9915110356536,221.833333333333,-3.81508571253054,0.000296541359837079,0.00148737290325047,-4.29050829489128,"Downregulated"
"TP53TG5",-44.0516977928693,84.5202898550725,-3.81449400424007,0.00029712629101469,0.00148995684367239,-4.29059366284354,"Downregulated"
"LINC01226",-64.6472835314092,97.468115942029,-3.81404502144583,0.000297570868171492,0.00149183592289637,-4.29065843651843,"Downregulated"
"UNC5D",-60.4687606112054,67.4144927536232,-3.81370651648333,0.000297906472473059,0.00149316792598149,-4.2907072702565,"Downregulated"
"ZC3H12C",-138.689431239389,315.255797101449,-3.81355398659599,0.000298057813702176,0.00149357595664884,-4.29072927423453,"Downregulated"
"MAST1",-94.3248726655349,80.2594202898551,-3.81276242699807,0.000298844387353478,0.00149681509866516,-4.29084346031934,"Downregulated"
"BMERB1",-154.770925297114,446.220289855072,-3.81123809124322,0.00030036472207583,0.00150372465292393,-4.29106333195962,"Downregulated"
"COMMD1",-389.319354838709,2097.0115942029,-3.81013993077254,0.00030146458477289,0.00150887722919958,-4.29122171472169,"Downregulated"
"IL4",-25.0008913412564,39.586231884058,-3.81002632339689,0.000301578588006281,0.00150909416683462,-4.29123809899316,"Downregulated"
"LOC339166",-56.3785229202038,67.5057971014493,-3.80958874158054,0.000302018080203992,0.00151058551262685,-4.29130120491118,"Downregulated"
"HRK",-29.3691426146011,91.0391304347826,-3.80946728766151,0.000302140173001354,0.00151084234951766,-4.29131872000338,"Downregulated"
"ARX",-94.5673599320882,175.40652173913,-3.80897749681732,0.000302633019799847,0.00151224459613133,-4.29138935187239,"Downregulated"
"LINC00347",-47.9478777589134,49.768115942029,-3.80803354963393,0.000303585027692236,0.001516646885713,-4.29152546883321,"Downregulated"
"IKZF2",-55.2222410865875,134.427536231884,-3.80717033040775,0.000304458126628154,0.00152029745391571,-4.2916499356257,"Downregulated"
"PARD6G-AS1",-59.0533106960951,142.010144927536,-3.80701908010432,0.000304611355227596,0.0015207070391762,-4.29167174336178,"Downregulated"
"ZNF334",-60.4635398981324,79.681884057971,-3.80616951635615,0.000305473403368578,0.00152402399108221,-4.29179423105755,"Downregulated"
"SOX6",-44.0297356293961,116.349896480331,-3.80615333117365,0.000305489849034179,0.00152402399108221,-4.29179656450839,"Downregulated"
"DPP6",-41.8786361063951,107.729951690821,-3.80567875486128,0.000305972439970312,0.00152607505848808,-4.2918649837665,"Downregulated"
"LOC101927690",-57.5709677419355,116.865217391304,-3.80459022319898,0.00030708211202085,0.00153089464669218,-4.29202190635683,"Downregulated"
"CCNG1",-1950.96052631579,6874.55797101449,-3.80414449703216,0.000307537605090473,0.00153244998411508,-4.29208615813107,"Downregulated"
"GLP1R",-58.1141935483871,136.729275362319,-3.8035668684501,0.000308128852760652,0.00153502243522948,-4.29216942023329,"Downregulated"
"MCC",-181.976994906622,496.863043478261,-3.80349977091409,0.000308197602765557,0.00153502243522948,-4.29217909173107,"Downregulated"
"MDH1",-2615.17979626486,7928.84637681159,-3.80316571849526,0.000308540100693874,0.00153637000012102,-4.29222724154432,"Downregulated"
"ZMAT1",-59.3973684210525,122.288405797101,-3.80304123239211,0.000308667827181329,0.00153664773545726,-4.29224518444492,"Downregulated"
"PYGM",-63.5528862478778,101.186956521739,-3.80164698262623,0.000310101830494192,0.00154244815322486,-4.2924461331243,"Downregulated"
"REG1CP",-105.156451612903,168.694202898551,-3.80162756091572,0.000310121850912935,0.00154244815322486,-4.2924489321489,"Downregulated"
"LINC01970",-54.9433786078098,65.8768115942029,-3.79986348483735,0.000311945474701835,0.00155007433764706,-4.2927031491219,"Downregulated"
"CBR1",-913.9941426146,1469.73768115942,-3.79972057636208,0.000312093655586093,0.00155044991913287,-4.29272374171169,"Downregulated"
"IGKV1D-8",-401.691511035654,474.675362318841,-3.79862458001533,0.000313232328184626,0.00155489520089181,-4.29288166268479,"Downregulated"
"CHAC1",-413.33675721562,512.236231884058,-3.79857908893225,0.000313279676426345,0.00155489520089181,-4.29288821713765,"Downregulated"
"GJD3",-118.297623089983,348.23768115942,-3.79743644106221,0.00031447122120173,0.00156044653141388,-4.29305284418416,"Downregulated"
"AMELX",-67.8938879456706,141.81884057971,-3.79576509134737,0.000316221904758449,0.00156845016942395,-4.29329361584671,"Downregulated"
"RPTN",-58.1181663837013,74.3057971014493,-3.79575638849069,0.000316231045069042,0.00156845016942395,-4.29329486947719,"Downregulated"
"POLI",-76.7174023769102,297.701449275362,-3.79566727905174,0.000316324648188139,0.00156855015355331,-4.29330770547573,"Downregulated"
"LRRC31",-374.857640067912,645.769565217391,-3.79559157208372,0.000316404193791939,0.00156858040083901,-4.29331861080607,"Downregulated"
"HACD1",-133.973556876061,254.973913043478,-3.7951032153292,0.000316917772182722,0.00157039741543072,-4.29338895527895,"Downregulated"
"PNPLA2",-375.610738539898,1892.91449275362,-3.79404904068032,0.000318029110863144,0.00157480478858919,-4.29354079222498,"Downregulated"
"LOC100996549",-40.1625636672326,43.3782608695652,-3.79399631972429,0.000318084788461169,0.00157480478858919,-4.29354838548275,"Downregulated"
"EPHB3",-269.641129032258,724.018115942029,-3.79392738191857,0.000318157606434394,0.00157480478858919,-4.29355831435952,"Downregulated"
"DACT3-AS1",-74.7837011884549,130.840579710145,-3.79367474335942,0.000318424601101234,0.0015756705759312,-4.29359470054079,"Downregulated"
"KRT2",-88.3640067911714,171.126086956522,-3.79279021894805,0.000319361078315221,0.00157957261453872,-4.29372208782252,"Downregulated"
"OR3A3",-70.4332767402377,201.491304347826,-3.79204108718616,0.000320156270650205,0.00158258590088653,-4.29382996879368,"Downregulated"
"GRIP2",-145.503989813243,178.481884057971,-3.79193717961813,0.000320266716469147,0.00158258590088653,-4.29384493178226,"Downregulated"
"PAMR1",-151.631069609508,274.41884057971,-3.78993181075812,0.000322405423722432,0.00159204916403237,-4.29413368519727,"Downregulated"
"KRT79",-61.1694397283531,165.760869565217,-3.78768533528459,0.000324817492318272,0.00160284824016667,-4.29445709799394,"Downregulated"
"BAZ2B-AS1",-83.9922750424448,233.601449275362,-3.78645101044957,0.000326150139821927,0.00160793825858192,-4.29463477103158,"Downregulated"
"UGT1A8",-208.349787775891,181.634057971014,-3.78606581480087,0.000326567088546842,0.00160962227327369,-4.29469021366645,"Downregulated"
"SIMC1P1",-131.997453310696,229.684782608696,-3.78537214981245,0.000327319220869953,0.00161233167524902,-4.29479005090191,"Downregulated"
"LINC02905",-90.9483870967743,174.260869565217,-3.78529383929118,0.000327404235999902,0.00161233167524902,-4.29480132154693,"Downregulated"
"CNTNAP4",-29.1755305602717,75.663768115942,-3.78528046186643,0.000327418760853819,0.00161233167524902,-4.29480324685174,"Downregulated"
"SLC4A8",-43.5660441426147,157.069202898551,-3.78322049256624,0.000329662790565583,0.00162151271720616,-4.2950996957043,"Downregulated"
"CRHR2",-44.0443548387097,82.8130434782609,-3.78206250584199,0.000330930695131354,0.00162699973662991,-4.29526631819485,"Downregulated"
"OR5I1",-90.4029711375212,200.828985507246,-3.77976719417469,0.000333457678068716,0.00163866903601324,-4.29559654191735,"Downregulated"
"CAVIN2",-238.739134125637,461.804347826087,-3.77876538791992,0.000334566374048813,0.00164320424302873,-4.29574065044029,"Downregulated"
"TAS2R3",-26.0516977928693,21.5333333333333,-3.77872478765618,0.000334611380480964,0.00164320424302873,-4.29574649047696,"Downregulated"
"MAP3K9-DT",-47.7395161290322,99.3731884057971,-3.77800042891765,0.000335415324430108,0.00164677358249513,-4.29585068054389,"Downregulated"
"ZNF516",-84.8935483870967,311.940579710145,-3.77706343701278,0.00033645800374226,0.00165151312018466,-4.29598544575494,"Downregulated"
"CTBS",-285.990025466893,1391.23695652174,-3.77690576552356,0.000336633764062648,0.00165161665497036,-4.29600812219688,"Downregulated"
"LOC145845",-48.3575127334465,76.0876811594203,-3.77497298443072,0.000338795429893807,0.00166184060547589,-4.29628607161092,"Downregulated"
"CTAGE9",-190.016893039049,745.930434782609,-3.77384410684472,0.000340064125176994,0.0016672978699277,-4.29644839207167,"Downregulated"
"ATP1A1-AS1",-52.8655772495755,111.763043478261,-3.77297629568078,0.000341042506420835,0.00167094398018577,-4.29657316335125,"Downregulated"
"PART1",-71.2502263723826,162.904830917874,-3.77256815730398,0.000341503576740313,0.00167281924046854,-4.29663184106029,"Downregulated"
"MT3",-95.3984719864175,227.639130434783,-3.772105089431,0.000342027422109479,0.0016749037554612,-4.29669841345631,"Downregulated"
"PNPLA4",-380.019269949066,611.954347826087,-3.77205337154494,0.000342085975620253,0.0016749037554612,-4.29670584845229,"Downregulated"
"CTAGE15",-315.777164685908,1191.58405797101,-3.77187134507396,0.000342292137017965,0.00167552903284269,-4.29673201643105,"Downregulated"
"STARD4",-519.102971137521,1047.53333333333,-3.77123115348747,0.000343018155705668,0.00167831357420526,-4.29682404661853,"Downregulated"
"NMD3",-828.279117147708,3219.77101449275,-3.76872165597923,0.000345878310201903,0.001690452045257,-4.29718474856408,"Downregulated"
"ACRV1",-57.0064091680814,215.897101449275,-3.76870723749724,0.000345894809091778,0.001690452045257,-4.29718682077621,"Downregulated"
"SLC5A7",-31.0466044142615,61.6905797101449,-3.7684305120635,0.000346211608397024,0.00169083954277047,-4.29722659102613,"Downregulated"
"GFM2",-156.560837577815,725.217874396135,-3.7683146310932,0.000346344353000498,0.00169110113100861,-4.29724324485277,"Downregulated"
"ZAN",-17.4756196943973,40.1976811594203,-3.76818846115664,0.000346488939205292,0.00169142040562455,-4.29726137716895,"Downregulated"
"TTTY14",-77.4897707979627,80.5260869565217,-3.76731303311229,0.000347493738539587,0.00169593779113116,-4.29738718253065,"Downregulated"
"OR1A2",-47.5052631578948,58.5376811594203,-3.76696642036321,0.00034789234320836,0.00169710753172703,-4.29743699067898,"Downregulated"
"PRELID2",-164.682300509338,500.652173913043,-3.76585765115708,0.0003491703653239,0.00170256426763071,-4.29759631049759,"Downregulated"
"FAM234B",-76.413469156763,226.323671497585,-3.76548588161824,0.000349599889038185,0.00170426953439592,-4.29764972691333,"Downregulated"
"SRRM4",-37.8810979060555,67.5734299516908,-3.76440911663111,0.000350846780538716,0.00170956757745046,-4.29780442848673,"Downregulated"
"TTLL7-IT1",-77.7752122241087,169.189855072464,-3.7638364875436,0.000351511614097726,0.00171202589333754,-4.29788669371132,"Downregulated"
"NDUFA1",-3424.84694397283,11470.5072463768,-3.76337784929714,0.000352044970390013,0.00171384190394792,-4.29795257981131,"Downregulated"
"LTK",-62.4016977928691,157.414492753623,-3.76225888005383,0.000353349481851363,0.00171862557137316,-4.29811331540396,"Downregulated"
"SYCP2",-32.2205432937182,54.3311594202899,-3.76167304884593,0.000354034294253286,0.00172130138331325,-4.29819746157668,"Downregulated"
"UQCRC2",-1030.77308998302,5276.55797101449,-3.76165037709762,0.000354060822067478,0.00172130138331325,-4.29820071795931,"Downregulated"
"MYO1G",-97.4134550084889,234.153623188406,-3.76114652980559,0.000354650855435604,0.0017236931717877,-4.29827308477131,"Downregulated"
"OVOL3",-20.4699490662139,29.9492753623188,-3.76109247279726,0.000354714215011796,0.0017236931717877,-4.2982808487086,"Downregulated"
"MAP3K10",-31.9241086587436,52.363768115942,-3.76058061412917,0.000355314694938761,0.00172621836665312,-4.29835436260111,"Downregulated"
"LOC105378052",-34.7935483870968,49.231884057971,-3.76048534411532,0.000355426566833294,0.00172636915803017,-4.29836804505996,"Downregulated"
"CD63",-3611.90908319185,20869.3391304348,-3.75988940855042,0.000356127115220634,0.00172937853564508,-4.29845362937968,"Downregulated"
"TAS2R45",-59.2539473684211,100.917391304348,-3.75967800572805,0.000356375945470452,0.0017298738027174,-4.29848398858938,"Downregulated"
"MICALL2",-73.4219298245613,325.59806763285,-3.75947102857545,0.000356619727496172,0.00173059021134646,-4.29851371169603,"Downregulated"
"SUSD4",-119.065902659875,197.132850241546,-3.75833601422012,0.000357959407147954,0.00173630230716758,-4.29867669676681,"Downregulated"
"SLC12A2-DT",-56.1958191850595,202.621739130435,-3.7578102871371,0.000358581561729372,0.00173853040042093,-4.29875218433995,"Downregulated"
"ATF6B",-53.5470925297114,163.515942028986,-3.75733444900386,0.000359145567736439,0.00174086969817229,-4.29882050553099,"Downregulated"
"ZBED3-AS1",-31.6421477079797,56.2134057971015,-3.75713373707622,0.000359383723642905,0.00174162881457716,-4.29884932304919,"Downregulated"
"GABRA5",-50.8334465195246,109.776811594203,-3.75596338803464,0.000360775416736877,0.00174797653703482,-4.29901734764425,"Downregulated"
"RUFY2",-32.4158379820519,97.4072463768116,-3.75571116292906,0.000361076018145605,0.00174889473014706,-4.2990535568362,"Downregulated"
"KRT9",-116.792699490662,223.182608695652,-3.75542357007731,0.000361419062819657,0.00174951305156861,-4.29909484241535,"Downregulated"
"ADRA1A",-20.1065122483628,62.0826086956522,-3.75500648449671,0.000361917121616687,0.00175119507925503,-4.29915471556629,"Downregulated"
"NUMB",-75.748238539898,590.85615942029,-3.75476648443727,0.000362204012642181,0.0017521157639862,-4.2991891668834,"Downregulated"
"SLC12A3",-29.0316921335597,84.2835748792271,-3.75447700742062,0.000362550336532957,0.00175299695207932,-4.29923071951435,"Downregulated"
"SLC7A11",-364.581833616299,840.002898550725,-3.75423114869911,0.000362844724951896,0.00175402326636434,-4.29926601018415,"Downregulated"
"SMIM10L2A",-56.5415110356536,123.557971014493,-3.75404096195124,0.000363072609070125,0.00175472770126967,-4.29929330915404,"Downregulated"
"EPB41L4A-DT",-65.2999151103566,75.7086956521739,-3.75343246194626,0.000363802640492273,0.00175785814321119,-4.29938064880063,"Downregulated"
"SEPTIN7P14",-30.3959394453877,68.5214975845411,-3.75336347469143,0.000363885494557207,0.00175786077974627,-4.299390550434,"Downregulated"
"LINC00029",-57.0101018675722,78.7579710144928,-3.75325708296579,0.000364013306940725,0.00175808055095727,-4.29940582055571,"Downregulated"
"GCLC",-290.768788907753,1306.45893719807,-3.75287229904882,0.00036447592057531,0.00175951904062543,-4.29946104638219,"Downregulated"
"OR51E1",-179.853395585739,338.811594202899,-3.75215521575342,0.000365339546791086,0.0017632896499022,-4.29956396026677,"Downregulated"
"SEMA6C",-84.5368421052632,107.94347826087,-3.75128710171192,0.000366387685001954,0.00176794889032687,-4.29968854103022,"Downregulated"
"LINC02481",-97.7869269949067,286.675362318841,-3.75043569336876,0.000367418443690592,0.00177252218249378,-4.29981071519068,"Downregulated"
"LOC101928196",-48.7845500848896,78.2492753623188,-3.74775500791232,0.000370681945669808,0.00178512082111603,-4.30019532463335,"Downregulated"
"SARS2",-160.809083191851,513.444927536232,-3.74774135350935,0.000370698639399241,0.00178512082111603,-4.30019728345696,"Downregulated"
"DNER",-1066.20067911715,587.749275362319,-3.74757741907618,0.000370899120001762,0.00178568361268657,-4.30022080086217,"Downregulated"
"LINC01800",-103.4720713073,166.763768115942,-3.74750885671034,0.000370982997805715,0.00178568489613177,-4.30023063645558,"Downregulated"
"ZNF204P",-143.479371816638,315.027536231884,-3.746210601905,0.000372574681076583,0.00179253828874805,-4.30041686598871,"Downregulated"
"TMED6",-2304.11774193548,1286.63333333333,-3.74483152729205,0.000374272596321114,0.00179989638361406,-4.30061466544288,"Downregulated"
"PTPRO",-5994.47620260328,8806.15555555556,-3.74423770805475,0.000375005980566568,0.00180261146229129,-4.30069982899045,"Downregulated"
"LINC03124",-117.240662139219,260.839130434783,-3.7436118980296,0.000375780360101136,0.00180552106876939,-4.30078957570916,"Downregulated"
"LOC105377485",-104.815025466893,161.214492753623,-3.74351352675113,0.000375902223919954,0.00180570035903249,-4.30080368257273,"Downregulated"
"RAD51-AS1",-87.7809422750425,185.689130434783,-3.74277291215796,0.000376820921278278,0.00180944393631701,-4.30090988594057,"Downregulated"
"EPHB6",-112.194312393888,301.666666666667,-3.74274869986989,0.000376850991653232,0.00180944393631701,-4.3009133578401,"Downregulated"
"STX19",-226.466383701189,465.082608695652,-3.74160810566785,0.000378270149442983,0.00181503383097142,-4.30107690389153,"Downregulated"
"RNF123",-100.415534804754,523.561594202899,-3.74042593492284,0.000379746424947827,0.00182129898890877,-4.3012463940066,"Downregulated"
"ZSCAN10",-37.5096774193549,85.5021739130435,-3.73854102960893,0.000382111653049409,0.00183103537980129,-4.30151659972584,"Downregulated"
"WDR7",-98.2190577249576,372.876086956522,-3.73853484958673,0.000382119430995662,0.00183103537980129,-4.30151748557241,"Downregulated"
"ARRDC1-AS1",-62.2365025466894,120.708695652174,-3.7383990878461,0.000382290333832357,0.00183144339606498,-4.30153694558542,"Downregulated"
"ABCC6P1",-104.515534804754,165.753623188406,-3.73761855399231,0.000383274321503654,0.00183533400994474,-4.30164882231309,"Downregulated"
"LOC100507403",-97.3408319185061,170.15652173913,-3.73730422231226,0.000383671269704249,0.00183669538754912,-4.30169387440727,"Downregulated"
"ZNF81",-36.9732173174873,173.944927536232,-3.73608220290136,0.000385218209172324,0.00184216419464696,-4.30186901031012,"Downregulated"
"LALBA",-19.3322580645161,28.8855072463768,-3.73540112069278,0.000386082966318333,0.00184588625736751,-4.30196661253888,"Downregulated"
"LOC101927157",-67.4045840407471,246.046376811594,-3.73451009484803,0.000387217084651503,0.00185048003510901,-4.3020942916941,"Downregulated"
"MCOLN3",-81.5650042444821,166.786594202899,-3.73297989617995,0.00038917218476816,0.00185870623632375,-4.30231353709372,"Downregulated"
"NR2F6",-205.757130730051,579.65652173913,-3.7329585486673,0.000389199526564584,0.00185870623632375,-4.30231659553244,"Downregulated"
"PREX2",-36.7466044142615,116.026449275362,-3.73267161390241,0.000389567209390467,0.00186004625328688,-4.3023577038475,"Downregulated"
"TUT7",-85.6676400679116,483.133623188406,-3.73234097098799,0.000389991311920779,0.00186123898294795,-4.30240507279201,"Downregulated"
"SPAG17",-39.5329371816638,54.0927536231884,-3.72971738732634,0.000393372143128045,0.00187527876356823,-4.30278088582961,"Downregulated"
"HS6ST3",-34.2998089983022,62.6199275362319,-3.72859627661388,0.000394825360300479,0.00188142700971296,-4.30294145137018,"Downregulated"
"ZNF333",-39.0323005093379,145.100724637681,-3.72851868482799,0.000394926126541331,0.00188142700971296,-4.30295256347074,"Downregulated"
"GPX2",-2364.61294567063,5472.8268115942,-3.72822654548592,0.000395305739915215,0.00188281549673712,-4.30299440073052,"Downregulated"
"IDNK",-101.108701188455,301.592753623188,-3.72721053454781,0.00039662868560434,0.00188785354099663,-4.3031398950284,"Downregulated"
"DIXDC1",-128.808036219581,372.710628019324,-3.72671862572742,0.000397270716927307,0.00189048812420154,-4.3032103323243,"Downregulated"
"LINC01504",-128.305772495755,401.213043478261,-3.7264532790551,0.00039761745495334,0.00189171663743339,-4.30324832648661,"Downregulated"
"CNGB1",-36.5490096208263,69.5995169082126,-3.72587695576256,0.000398371552972598,0.00189446031103001,-4.3033308452861,"Downregulated"
"CNTD1",-491.196264855688,320.708695652174,-3.72564275109545,0.00039867839130487,0.00189549741832104,-4.30336437782049,"Downregulated"
"SPATA45",-57.156960950764,91.6028985507246,-3.7254465978157,0.000398935551041448,0.00189603665785219,-4.30339246175583,"Downregulated"
"LOC390705",-52.0649405772496,133.486231884058,-3.72542081415234,0.000398969365565752,0.00189603665785219,-4.30339615325401,"Downregulated"
"PLEKHH1",-346.141680814941,875.026086956522,-3.7250761857612,0.000399421598504932,0.0018977635326518,-4.30344549355771,"Downregulated"
"LOC105378367",-31.9149405772496,51.1333333333333,-3.72469791367429,0.000399918543267157,0.00189970203037293,-4.30349964884563,"Downregulated"
"LOC101927432",-69.15220713073,109.471014492754,-3.72454060381369,0.000400125378606667,0.00189999184668006,-4.30352216955167,"Downregulated"
"DYNC1LI2",-292.650339558574,1970.72137681159,-3.72361706794679,0.000401341730508911,0.00190487404816371,-4.30365437781005,"Downregulated"
"KLK12",-69.2387096774193,188.107246376812,-3.72360010384558,0.000401364106229185,0.00190487404816371,-4.30365680619305,"Downregulated"
"ARMCX3",-480.169906621392,1689.06666666667,-3.72325036395689,0.000401825680091939,0.00190664097972085,-4.30370687004765,"Downregulated"
"TRIM34",-63.613921901528,332.227536231884,-3.72309727046309,0.000402027886701542,0.00190717671618944,-4.30372878426476,"Downregulated"
"DNAH10",-49.3582908885116,147.419323671498,-3.7218276551161,0.000403708548296621,0.00191387424327879,-4.30391050872324,"Downregulated"
"C17orf100",-78.4647707979627,284.539130434783,-3.72067603788254,0.000405238808993027,0.0019202762910282,-4.30407532559486,"Downregulated"
"SPINT3",-23.434974533107,39.0550724637681,-3.72047294562647,0.00040550925029124,0.00192070549090043,-4.30410438991407,"Downregulated"
"LILRA4",-131.581239388795,301.71884057971,-3.72033125893219,0.000405698024865155,0.00192117355145125,-4.30412466623021,"Downregulated"
