"","logFC","AveExpr","t","P.Value","adj.P.Val","B","threshold"
"LINC00165",-118.419015280136,188.186956521739,-5.61673408075107,3.93365956476938e-07,6.12326292454662e-06,-4.02306057028531,"Downregulated"
"TTC9",-119.97084040747,170.05652173913,-5.61557760418821,3.95165553115616e-07,6.14535879769637e-06,-4.02323076545273,"Downregulated"
"IFITM1",12407.9573429542,12906.3565217391,5.61545237338201,3.95360911552878e-07,6.14535879769637e-06,-4.02324919580721,"Upregulated"
"MADCAM1",-461.551018675722,651.360869565217,-5.61375629718484,3.98016165192445e-07,6.18016167335099e-06,-4.02349881908406,"Downregulated"
"EFNA3",428.41986417657,283.847826086957,5.61365283969788,3.9817869843756e-07,6.18016167335099e-06,-4.02351404623445,"Upregulated"
"TMEM167B",-703.405178268251,2077.4884057971,-5.61185763674756,4.01009430434727e-07,6.21499262471798e-06,-4.02377827991227,"Downregulated"
"SF3B6",1573.080475382,4151.8615942029,5.61182419716856,4.01062346792092e-07,6.21499262471798e-06,-4.02378320203739,"Upregulated"
"MMP12",5648.6129032258,4934.51739130435,5.61167670966719,4.01295820081757e-07,6.21499262471798e-06,-4.02380491148486,"Upregulated"
"ZNF843",-148.798641765705,403.688405797101,-5.61121257804445,4.02031416926688e-07,6.22187316761107e-06,-4.02387323032262,"Downregulated"
"HNRNPM",399.535667798528,1544.6190821256,5.61037547232302,4.03361498627254e-07,6.23793738318773e-06,-4.02399645334724,"Upregulated"
"ZNF57",-464.760611205433,857.473913043478,-5.60923052908671,4.05187732154027e-07,6.25976180596073e-06,-4.02416499767624,"Downregulated"
"GRN",1338.2526032824,3817.98502415459,5.60912346148554,4.05358925768773e-07,6.25976180596073e-06,-4.02418075926612,"Upregulated"
"COA4",401.028862478777,1410.48550724638,5.60876859532411,4.05926841973274e-07,6.26400257516129e-06,-4.02423300019329,"Upregulated"
"MT1E",-9035.33879456705,11419.784057971,-5.60498760714288,4.12026727765989e-07,6.35354138981821e-06,-4.02478966066018,"Downregulated"
"NME7",-8859.81544991512,10845.2152173913,-5.60469061972309,4.12509668869058e-07,6.3563989884823e-06,-4.02483338882794,"Downregulated"
"NUP133",150.997311827957,535.843961352657,5.60440848532277,4.12968973840044e-07,6.35888851788162e-06,-4.02487493056776,"Upregulated"
"ERP44",-582.176457272214,2029.72946859903,-5.60207140900809,4.1679308840074e-07,6.41314840704222e-06,-4.02521906330055,"Downregulated"
"MARCKS",-1307.01451612903,3807.25942028985,-5.59992342581009,4.20338568328186e-07,6.46304593505044e-06,-4.02553538265389,"Downregulated"
"CCAR2",115.728211658178,247.819323671498,5.59704964643621,4.25128588769649e-07,6.53199371967869e-06,-4.02595863071643,"Upregulated"
"LINC03066",-113.782682512733,171.014492753623,-5.5953043749555,4.28063830037531e-07,6.57236464278328e-06,-4.02621569833203,"Downregulated"
"NOP16",329.301167232598,602.430072463768,5.59452447798618,4.29381929758107e-07,6.58786628868095e-06,-4.0263305784767,"Upregulated"
"PKDCC",1191.71239388795,1106.56666666667,5.59379444959463,4.30619371722639e-07,6.60210906093353e-06,-4.0264381163505,"Upregulated"
"RXFP1",-40.5525749858517,59.0806763285024,-5.59354117537596,4.31049507555844e-07,6.60396293606181e-06,-4.02647542605077,"Downregulated"
"NUDT5",759.889855687606,1829.60942028986,5.59327346930326,4.31504613427065e-07,6.60619643653177e-06,-4.02651486213706,"Upregulated"
"CEP170",730.491723259762,1031.78043478261,5.59224746493964,4.33253232512266e-07,6.62821582146452e-06,-4.02666600816153,"Upregulated"
"PHYH",-1562.33616298812,2880.55072463768,-5.59150627386248,4.34520788040805e-07,6.64284929863098e-06,-4.02677520095954,"Downregulated"
"CDS1",-764.194545840406,1326.37391304348,-5.5899439523844,4.37204593363575e-07,6.67909763981822e-06,-4.02700537451451,"Downregulated"
"GTDC1",-83.5161290322579,305.901739130435,-5.5896953433731,4.37633166027165e-07,6.6808659948836e-06,-4.02704200296499,"Downregulated"
"BHLHA15",-978.250424448217,855.398550724638,-5.58710623228174,4.42121174578969e-07,6.74455851820217e-06,-4.02742348880897,"Downregulated"
"CIRBP",-530.84882852292,1591.30782608696,-5.5866416779537,4.4293122726534e-07,6.7520929483982e-06,-4.02749194177366,"Downregulated"
"MARCHF6",-359.086728919072,1364.32004830918,-5.5859789412002,4.44089387315233e-07,6.76491943287549e-06,-4.02758959961796,"Downregulated"
"DPM1",2694.35789473684,6736.24927536232,5.58560294664362,4.44747779990947e-07,6.76561011349886e-06,-4.02764500566219,"Upregulated"
"IGBP1",-788.418590831918,2191.55652173913,-5.58559123647081,4.44768300760987e-07,6.76561011349886e-06,-4.02764673127134,"Downregulated"
"TMEM132D",-68.9123089983022,176.357971014493,-5.58317221742709,4.49027431380188e-07,6.82190137519233e-06,-4.02800321576441,"Downregulated"
"FANCG",336.369100169779,681.614492753623,5.58312684056222,4.49107708644492e-07,6.82190137519233e-06,-4.02800990318056,"Upregulated"
"ESRRB",-72.1887945670629,72.8782608695652,-5.58261258841381,4.50018473192214e-07,6.83087742144002e-06,-4.02808569198973,"Downregulated"
"MTURN",-257.010908319185,316.788405797101,-5.58233384387785,4.50512903312783e-07,6.83352562219538e-06,-4.02812677313701,"Downregulated"
"PPIH",289.728310696095,591.228260869565,5.58090739150605,4.53051501772289e-07,6.86715466525959e-06,-4.02833701007122,"Upregulated"
"FANCL",503.169949066214,1282.48550724638,5.57758029188204,4.59027524800289e-07,6.95280201926225e-06,-4.02882742172253,"Upregulated"
"EIF1AD",178.843590831919,534.335507246377,5.5760271133134,4.61843825332836e-07,6.99050218117178e-06,-4.0290563822651,"Upregulated"
"SLC16A7",-776.681918505942,560.458260869565,-5.57236421478166,4.68553187131858e-07,7.08703287363676e-06,-4.02959640410103,"Downregulated"
"TBX10",-83.7388370118847,216.315217391304,-5.57191499921905,4.69382603227791e-07,7.09455361439203e-06,-4.02966263769747,"Downregulated"
"TLR3",-296.84363327674,477.710144927536,-5.57087376565459,4.71310668805409e-07,7.11865767586783e-06,-4.02981616482634,"Downregulated"
"ZIC2",596.759422750425,355.327536231884,5.56969606369538,4.73500842265955e-07,7.14668373729612e-06,-4.02998982184176,"Upregulated"
"TAAR8",-86.4207130730051,85.2898550724638,-5.56746331011453,4.7768066453631e-07,7.20467934498727e-06,-4.03031907379897,"Downregulated"
"COL18A1",450.592444821732,850.686231884058,5.56469870077786,4.82906559210773e-07,7.27835948134402e-06,-4.03072679765731,"Upregulated"
"OTUD1",-464.356847764573,773.275845410628,-5.56281247784559,4.86504346246073e-07,7.32741419095726e-06,-4.03100500394678,"Downregulated"
"ZSWIM6",-577.498387096774,1826.80579710145,-5.56203689861886,4.8799133998305e-07,7.34463075970261e-06,-4.03111940336942,"Downregulated"
"TMEM69",778.422410865875,2307.13188405797,5.55896522505623,4.93924684383743e-07,7.42869681998845e-06,-4.03157251682873,"Upregulated"
"KHDRBS1",572.238426711941,3209.23719806763,5.55853594431726,4.94759538640971e-07,7.4360165142542e-06,-4.03163584608828,"Upregulated"
"RRM2",2335.44927843803,3508.68623188406,5.5571636416629,4.97437696223302e-07,7.47101046289807e-06,-4.03183830126539,"Upregulated"
"REG1A",-16505.6421901528,18118.1652173913,-5.55488031486096,5.01925481602998e-07,7.5331149055483e-06,-4.03217518451987,"Downregulated"
"ADO",464.488327674024,1247.44710144928,5.55444387163528,5.02787823259759e-07,7.54012462894267e-06,-4.03223958115098,"Upregulated"
"NUP37",290.996646859083,956.755797101449,5.55428674510913,5.0309863727318e-07,7.54012462894267e-06,-4.03226276524561,"Upregulated"
"CERS5",132.033022071308,511.020289855072,5.55265306347925,5.06341482375873e-07,7.58340465575142e-06,-4.03250382452611,"Upregulated"
"EPHB4",345.159380305603,661.679710144928,5.55181433471973,5.080143447312e-07,7.60005249666989e-06,-4.03262759006986,"Upregulated"
"B4GALT7",126.692572156197,363.763043478261,5.55157137991055,5.08499939649708e-07,7.60005249666989e-06,-4.03266344205783,"Upregulated"
"VPS35L",-143.791765704584,373.344202898551,-5.5515610349163,5.08520626386724e-07,7.60005249666989e-06,-4.03266496864013,"Downregulated"
"UGT1A9",-2001.50076400679,2305.98550724638,-5.55003531681185,5.11580680038675e-07,7.64043956894124e-06,-4.03289012166075,"Downregulated"
"TKT",1254.0546123373,2316.161352657,5.54721061266238,5.17294007518243e-07,7.72036905560245e-06,-4.03330700509301,"Upregulated"
"MTA1",193.349193548387,591.557971014493,5.54680474292861,5.18120080053534e-07,7.72729786990455e-06,-4.03336690920577,"Upregulated"
"UGT1A1",-988.962775891341,1124.8231884058,-5.54555261429809,5.20676754168828e-07,7.76000937807653e-06,-4.03355172259053,"Downregulated"
"LAMA2",-232.827780135824,342.326811594203,-5.54331286312061,5.25281056945087e-07,7.82317122257757e-06,-4.03388233164428,"Downregulated"
"SOBP",-67.5532541029995,147.398550724638,-5.54269417664308,5.26559958877918e-07,7.83675333920258e-06,-4.03397366102526,"Downregulated"
"VEPH1",-45.9716680814941,70.1427536231884,-5.54182282895907,5.2836634724381e-07,7.85816161426605e-06,-4.03410229163938,"Downregulated"
"ZNF367",579.208658743633,808.823188405797,5.54137430530092,5.29298559141017e-07,7.86654789671169e-06,-4.03416850562022,"Upregulated"
"RBM10",314.773655913979,680.263285024155,5.54065795126583,5.30790791672598e-07,7.88323987326263e-06,-4.03427426092947,"Upregulated"
"PTPRA",262.643208828523,795.466666666667,5.54037660079685,5.31378003986098e-07,7.88647674157825e-06,-4.03431579751358,"Upregulated"
"KCTD20",311.616723259762,970.26231884058,5.54017719548935,5.31794574384447e-07,7.88717828133933e-06,-4.03434523657927,"Upregulated"
"UHRF1",799.773599320883,1287.48405797101,5.5375515759123,5.37309762189976e-07,7.96344524017441e-06,-4.03473288998962,"Upregulated"
"ARHGAP8",242.103777589134,469.340579710145,5.53723662624341,5.37975096209601e-07,7.96777678900724e-06,-4.03477939271761,"Upregulated"
"SAMM50",-386.98234295416,983.740579710145,-5.53636283045636,5.39825250307294e-07,7.98963816411149e-06,-4.03490841285524,"Downregulated"
"ZMYM1",157.779541595925,317.989855072464,5.53617093668152,5.40232400254604e-07,7.99012698908419e-06,-4.03493674749211,"Upregulated"
"P2RX6",-90.7813242784381,155.167391304348,-5.53416498063633,5.44506682608846e-07,8.04777108683538e-06,-4.03523295574141,"Downregulated"
"GFRA3",-103.858106960951,154.175362318841,-5.53173413445909,5.49730985777389e-07,8.11936698703161e-06,-4.03559193672375,"Downregulated"
"ESYT2",566.468862478778,1029.77739130435,5.53126416523762,5.50746711089705e-07,8.12874741447328e-06,-4.03566134453094,"Upregulated"
"ATRN",-467.003268251274,975.077536231884,-5.52992109593662,5.53659634248056e-07,8.15739373917838e-06,-4.03585970397967,"Downregulated"
"APBB3",-187.676485568761,406.2,-5.52988190624238,5.53744858524014e-07,8.15739373917838e-06,-4.03586549210867,"Downregulated"
"SCYL1",116.64044991511,271.852898550725,5.52984117596977,5.53833446729815e-07,8.15739373917838e-06,-4.03587150778316,"Upregulated"
"HIKESHI",479.741765704584,1211.57173913043,5.52810417336789,5.57624442985918e-07,8.20474860682483e-06,-4.03612806409816,"Upregulated"
"MCM6",659.516213921902,1541.86666666667,5.52801631363228,5.57816873957469e-07,8.20474860682483e-06,-4.03614104149999,"Upregulated"
"PDILT",-515.054923599321,254.030434782609,-5.527613030847,5.58700986147555e-07,8.21209701387016e-06,-4.03620060932517,"Downregulated"
"HSPG2",805.315407470289,1255.03768115942,5.5230667105537,5.68763826636071e-07,8.35325085266575e-06,-4.03687219949554,"Upregulated"
"CLUL1",-125.392614601019,138.817391304348,-5.52292225171611,5.69086481745033e-07,8.35325085266575e-06,-4.03689354116386,"Downregulated"
"MFAP2",966.51052631579,748.98115942029,5.52104353515414,5.73299133048235e-07,8.4093060333181e-06,-4.03717110488279,"Upregulated"
"LOC101928937",-131.35662139219,252.123188405797,-5.51995424123655,5.75755712223038e-07,8.43674239917141e-06,-4.03733204773312,"Downregulated"
"ALDH3A2",-1034.596745897,2076.64251207729,-5.51986401366936,5.75959658097669e-07,8.43674239917141e-06,-4.0373453791359,"Downregulated"
"LOC102724382",-110.015704584041,193.882608695652,-5.51800427408662,5.80179204765394e-07,8.49272602890645e-06,-4.03762017186428,"Downregulated"
"FSCN1",265.400339558574,406.496376811594,5.51517087268211,5.86666483867986e-07,8.58180554518396e-06,-4.03803886981645,"Upregulated"
"PLCXD3",-305.168039049236,197.905797101449,-5.51408342417579,5.89175203831939e-07,8.61260426299708e-06,-4.03819957669367,"Downregulated"
"PPP1R36",-262.456112054329,388.849275362319,-5.51326377349826,5.9107310085839e-07,8.63189761967332e-06,-4.03832071195956,"Downregulated"
"PTGFRN",655.701655348048,1312.54492753623,5.51297986130098,5.91731901223837e-07,8.63189761967332e-06,-4.03836267192436,"Upregulated"
"TST",-3327.24473684211,5408.50434782609,-5.51288513691584,5.91951864051921e-07,8.63189761967332e-06,-4.0383766715376,"Downregulated"
"TMA16",250.483616298812,557.750724637681,5.51270715444669,5.92365381250138e-07,8.63189761967332e-06,-4.03840297626221,"Upregulated"
"CACNG4",-306.314657611771,433.084541062802,-5.5126424031957,5.92515892233979e-07,8.63189761967332e-06,-4.03841254614751,"Downregulated"
"HOOK3",144.853174872665,339.748405797101,5.51118171935775,5.95921203740812e-07,8.67558905814078e-06,-4.03862843369159,"Upregulated"
"PSMC1",932.880645161291,3820.77971014493,5.51019694155116,5.98227900282248e-07,8.70323791984194e-06,-4.03877398968788,"Upregulated"
"ZNF623",351.070203735144,761.633333333333,5.50995071272117,5.98806027877497e-07,8.70571840529592e-06,-4.03881038463151,"Upregulated"
"ANG",-1828.93616298812,2460.62753623188,-5.50889411077804,6.01293106554272e-07,8.73592984808135e-06,-4.03896656428191,"Downregulated"
"CYP4F12",-1190.1480475382,1447.1884057971,-5.50852534196143,6.02163524508257e-07,8.74262841123238e-06,-4.03902107465299,"Downregulated"
"STIM1",-145.109932088285,299.03115942029,-5.50812174696244,6.03117566239488e-07,8.75053115637007e-06,-4.03908073381825,"Downregulated"
"ADCYAP1R1",-103.859295415959,199.68115942029,-5.50709817458253,6.05543827681658e-07,8.779768857975e-06,-4.03923204180718,"Downregulated"
"KALRN",-143.324193548387,365.370600414079,-5.50467851382262,6.11317644148014e-07,8.85747009909711e-06,-4.039589747998,"Downregulated"
"PTMA",5044.06199773627,11927.1026570048,5.50057124951058,6.21242812744727e-07,8.99517474697568e-06,-4.04019701377579,"Upregulated"
"WDFY3-AS2",-58.1241652518393,87.3874396135266,-5.5003798472957,6.21709184406029e-07,8.99582862558236e-06,-4.04022531522638,"Downregulated"
"SEC14L5",-92.3823429541595,243.784057971015,-5.50009374942244,6.2240693495005e-07,8.9998272916237e-06,-4.04026761911704,"Downregulated"
"LEPR",-449.798740803622,428.104106280193,-5.49898734314701,6.2511256217774e-07,9.02722590847638e-06,-4.04043122232221,"Downregulated"
"GEMIN5",245.673005093378,521.930434782609,5.49897324054805,6.2514712359585e-07,9.02722590847638e-06,-4.04043330770401,"Upregulated"
"ZER1",-78.4508701188454,208.642753623188,-5.49745518607879,6.28878463438608e-07,9.07497117814753e-06,-4.04065779222685,"Downregulated"
"DMD",-188.827355687606,281.488768115942,-5.49482132267683,6.35404540948236e-07,9.16295393722585e-06,-4.04104730925901,"Downregulated"
"GFRA2",-39.9305178268251,51.9963768115942,-5.49392070799033,6.37651311511101e-07,9.18914916325411e-06,-4.04118050834432,"Downregulated"
"RXRG",-101.977334465195,107.286956521739,-5.49323121711985,6.39376675473985e-07,9.20780017403769e-06,-4.04128248570474,"Downregulated"
"LIMCH1",-244.74951188455,401.79347826087,-5.49070974025143,6.45725589987459e-07,9.29296592005537e-06,-4.0416554407594,"Downregulated"
"SHH",-147.391213921902,183.723188405797,-5.490316020676,6.46722537920225e-07,9.30104595445269e-06,-4.04171367954673,"Downregulated"
"CTHRC1",3815.14040747029,2904.57246376812,5.48889431261786,6.50335117254478e-07,9.34670733459211e-06,-4.0419239850016,"Upregulated"
"AGA",-309.637125070741,703.505314009662,-5.48733409056268,6.54322533805232e-07,9.397690890705e-06,-4.04215479296816,"Downregulated"
"EXOSC8",557.672665534805,1635.67246376812,5.48650399268352,6.56453793358137e-07,9.42196482846084e-06,-4.04227759713652,"Upregulated"
"MYO1B",447.413214487833,779.848792270531,5.48536313099996,6.59394089590662e-07,9.45781032329601e-06,-4.04244638172471,"Upregulated"
"BTG2",-777.632937181664,1848.85289855072,-5.48340470524457,6.64471726388142e-07,9.52424339628963e-06,-4.04273613743703,"Downregulated"
"ADNP",819.109252971137,2241.78913043478,5.48027529180319,6.72665418884951e-07,9.63522156346472e-06,-4.04319918854838,"Upregulated"
"PANX1",131.069185059423,434.446739130435,5.47939925050192,6.74976911967214e-07,9.66185114536447e-06,-4.04332882371615,"Upregulated"
"SALL1",-81.8409592529712,122.236231884058,-5.47899886018055,6.76035970726728e-07,9.66563780647573e-06,-4.04338807422511,"Downregulated"
"UTP20",198.135229202038,505.069565217391,5.47895707198364,6.76146597503149e-07,9.66563780647573e-06,-4.04339425817128,"Upregulated"
"BANF2",-125.078862478778,186.986956521739,-5.47506122793345,6.86538819830593e-07,9.80224491144111e-06,-4.04397081910108,"Downregulated"
"NR3C2",-585.673089983022,962.752173913044,-5.47495228913347,6.86831664569359e-07,9.80224491144111e-06,-4.0439869425628,"Downregulated"
"MFSD4A",-3333.60341680815,1838.04601449275,-5.47486006430604,6.8707967562988e-07,9.80224491144111e-06,-4.04400059232742,"Downregulated"
"UPP1",239.675891341256,293.740579710145,5.4739774961935,6.89457542035136e-07,9.82960262032336e-06,-4.0441312194404,"Upregulated"
"PDIA5",-1193.68471986418,3040.28260869565,-5.47362260325418,6.90415997666102e-07,9.83670077528682e-06,-4.04418374761785,"Downregulated"
"NOM1",160.905984719864,349.818115942029,5.47315354991177,6.91684777986238e-07,9.84820786896806e-06,-4.04425317387938,"Upregulated"
"GCFC2",145.374066213922,437.680434782609,5.47258693822352,6.93220513482671e-07,9.86349800562918e-06,-4.04433704169449,"Upregulated"
"UTRN",-300.562959818902,822.804830917874,-5.4721896677382,6.94299270717333e-07,9.87226998982029e-06,-4.04439584527608,"Downregulated"
"BTG3",567.022665534805,1405.75507246377,5.47122904478649,6.96914602611665e-07,9.90286438321846e-06,-4.04453803926708,"Upregulated"
"ACLY",546.513780418789,1799.66570048309,5.46932738086812,7.02120590964358e-07,9.97020575879374e-06,-4.0448195434148,"Upregulated"
"MRPS30",286.542105263158,819.505797101449,5.46812244043866,7.05439026916694e-07,1.00106719587109e-05,-4.04499792139886,"Upregulated"
"LARP7",-152.50415959253,608.501449275362,-5.46789820048973,7.06058291220095e-07,1.00128067234977e-05,-4.04503111848616,"Downregulated"
"SAFB",129.17948500283,364.05845410628,5.46648150138702,7.09983057789672e-07,1.00617837858089e-05,-4.04524085671397,"Upregulated"
"JAM2",-268.320628183362,462.634057971014,-5.46389913362851,7.17192478895513e-07,1.01572147027662e-05,-4.04562319662939,"Downregulated"
"DNAJB6",337.551358234295,707.133333333333,5.46280456933876,7.20269972375083e-07,1.0194039628903e-05,-4.04578526631401,"Upregulated"
"MCMBP",269.89974533107,801.294202898551,5.46246135124099,7.21237644129222e-07,1.01975916467587e-05,-4.04583608717242,"Upregulated"
"ANGPTL3",-115.447906055461,103.937198067633,-5.4623769121244,7.21475908519564e-07,1.01975916467587e-05,-4.04584859030562,"Downregulated"
"UGT1A10",-1452.1636672326,1518.63188405797,-5.46187128708675,7.22904267908749e-07,1.02110227842111e-05,-4.04592346040026,"Downregulated"
"ERLNC1",-183.487606112054,166.410144927536,-5.4605185191096,7.2673945477374e-07,1.02584101358908e-05,-4.04612377735401,"Downregulated"
"TIMM50",233.573132427844,511.423188405797,5.45923662260895,7.30392195961354e-07,1.03031612477851e-05,-4.04631360873143,"Upregulated"
"IQCH",-37.4704301075269,86.4512077294686,-5.4556641672576,7.40667477462314e-07,1.04412114298103e-05,-4.04684268681852,"Downregulated"
"SLC45A3",-252.949151103565,525.954347826087,-5.45493821284578,7.4277283455144e-07,1.04632757283327e-05,-4.04695020844156,"Downregulated"
"XKR6",-48.2120755517827,73.4032608695652,-5.45478686751407,7.43212496131513e-07,1.04632757283327e-05,-4.04697262465819,"Downregulated"
"RCN2",1477.26833616299,2843.44710144928,5.45452970924029,7.43960134184954e-07,1.04658485808842e-05,-4.04701071342943,"Upregulated"
"POPDC1",-130.097750424448,199.732608695652,-5.45424603351671,7.44785725382864e-07,1.04658485808842e-05,-4.04705273021598,"Downregulated"
"SYVN1",-637.974278438031,1811.75507246377,-5.4542186815647,7.448653763611e-07,1.04658485808842e-05,-4.04705678148801,"Downregulated"
"DUOX2",-4696.47886247878,3923.10434782609,-5.45399214914012,7.4552537850171e-07,1.04682350484293e-05,-4.04709033480226,"Downregulated"
"SLC7A1",347.830865874363,818.242898550725,5.45367620781724,7.46446834817162e-07,1.04742871558411e-05,-4.04713713155255,"Upregulated"
"NIPSNAP3B",-57.3765421618563,107.545410628019,-5.45133101356282,7.53321828343291e-07,1.05638176545815e-05,-4.04748451467882,"Downregulated"
"CGNL1",-295.035950764007,397.561594202899,-5.44658121361237,7.6743748379806e-07,1.07546996991307e-05,-4.04818817010638,"Downregulated"
"EPOR",-221.968477645728,473.259178743961,-5.4461410161776,7.68758787277348e-07,1.07661517507425e-05,-4.04825338881477,"Downregulated"
"DNAAF5",382.642529711375,1156.38550724638,5.44506311798153,7.72003684808365e-07,1.08045102860106e-05,-4.04841309218694,"Upregulated"
"AHCYL1",-672.563921901529,3090.38876811594,-5.4439204280599,7.75458351806599e-07,1.08457524685878e-05,-4.04858240185779,"Downregulated"
"RNF149",1480.99601018676,3684.98550724638,5.44371308859327,7.76086825116071e-07,1.08474386937198e-05,-4.04861312358903,"Upregulated"
"DHX32",-828.444567062818,2101.49710144928,-5.44259600203329,7.79481498293185e-07,1.08877608626864e-05,-4.04877864747252,"Downregulated"
"KEAP1",389.553989813243,1047.87246376812,5.44234580769573,7.80243805459136e-07,1.08912855903208e-05,-4.0488157208172,"Upregulated"
"ZNF709",-82.4191511035653,196.219420289855,-5.43961628750839,7.88608087637976e-07,1.09937303920232e-05,-4.04922019735728,"Downregulated"
"PGR",-45.3462931522355,69.792270531401,-5.43961488862185,7.88612396899356e-07,1.09937303920232e-05,-4.04922040466255,"Downregulated"
"ELOA",-311.083921901528,722.639710144928,-5.43809983824465,7.9329313072847e-07,1.10517686842583e-05,-4.04944493055788,"Downregulated"
"UGP2",-973.062478777592,3296.52826086957,-5.43781397361068,7.94179368031949e-07,1.10569027138581e-05,-4.04948729616884,"Downregulated"
"NUTM1",-127.792911714771,228.847101449275,-5.43714526159281,7.96256315968466e-07,1.10785968339665e-05,-4.04958640204739,"Downregulated"
"OBI1",134.357979626485,413.315217391304,5.43558506578116,8.01122925272612e-07,1.11390509863588e-05,-4.04981763849439,"Upregulated"
"GNL3",491.629711375212,1317.34130434783,5.43538948059983,8.0173506146884e-07,1.11403095040924e-05,-4.04984662703942,"Upregulated"
"ZNHIT6",145.553777589134,479.018115942029,5.43239455542103,8.11166175165685e-07,1.1264028610542e-05,-4.05029054278085,"Upregulated"
"OASL",-799.282555178269,1123.59927536232,-5.43208992553241,8.12131559867372e-07,1.12701063834226e-05,-4.05033569841636,"Downregulated"
"PTH1R",-169.949660441426,298.188405797101,-5.43061195831323,8.16831372598436e-07,1.13279659899901e-05,-4.05055478594618,"Downregulated"
"HPCAL1",-672.551358234296,1641.22391304348,-5.4274355708845,8.2702278039816e-07,1.14618595204176e-05,-4.05102567788419,"Downregulated"
"MAP3K12",-201.065676287493,420.996135265701,-5.42710561959928,8.28088572862358e-07,1.14683358062853e-05,-4.05107459533994,"Downregulated"
"NOTCH2",402.918149405773,1132.22985507246,5.4269585585792,8.28564037509864e-07,1.14683358062853e-05,-4.05109639828578,"Upregulated"
"EMID1",-122.390747028863,256.431884057971,-5.426678308797,8.29470860150331e-07,1.14734515286468e-05,-4.05113794781211,"Downregulated"
"EAF2",-249.711177136389,328.633816425121,-5.42527741258861,8.34018495474257e-07,1.1528888678216e-05,-4.05134564915343,"Downregulated"
"CPA3",-1188.14813242784,1539.61884057971,-5.42411413403463,8.37813406847882e-07,1.15738557115461e-05,-4.05151812813325,"Downregulated"
"FOXN3",-321.820822216833,848.90082815735,-5.42347012490713,8.39921630922632e-07,1.15954791671717e-05,-4.05161361814025,"Downregulated"
"ACADM",-1832.12767402377,4362.86666666667,-5.42251441936907,8.43059847258178e-07,1.16312849857189e-05,-4.05175532859563,"Downregulated"
"OCEL1",-252.600424448217,700.931884057971,-5.42221509629502,8.44045094416456e-07,1.16373602849918e-05,-4.0517997126842,"Downregulated"
"CPSF1",279.802150537635,790.95845410628,5.42145007790592,8.46568368348503e-07,1.16646197695606e-05,-4.05191315285674,"Upregulated"
"BTRC",-60.6592869269949,187.409565217391,-5.4210407596698,8.47921476725941e-07,1.16757311272959e-05,-4.05197384951791,"Downregulated"
"BLNK",-1165.20662139219,2431.05652173913,-5.42009072637593,8.51070267304377e-07,1.17115384657343e-05,-4.05211473057389,"Downregulated"
"GNA12",249.562860780985,898.942028985507,5.41949293987027,8.53057465763063e-07,1.17313253678698e-05,-4.05220337906121,"Upregulated"
"CDH11",535.471972269383,597.066425120773,5.41898290026799,8.5475657965792e-07,1.17471275880014e-05,-4.05227901658575,"Upregulated"
"SCP2",-3197.20488115449,8488.33985507246,-5.41820597174103,8.57351192244866e-07,1.17752086255779e-05,-4.05239423555289,"Downregulated"
"SILC1",-93.3605899830221,84.6807971014493,-5.41794055010521,8.58239362987116e-07,1.17798316679408e-05,-4.05243359843781,"Downregulated"
"PDF",255.456960950764,770.205797101449,5.41693585384396,8.61609548497877e-07,1.18184939802628e-05,-4.05258260134615,"Upregulated"
"FCRL5",-240.947640067912,256.117101449275,-5.41638993020731,8.63446269098376e-07,1.18360859878909e-05,-4.05266356745618,"Downregulated"
"DNAAF9",-245.64117147708,496.55,-5.41609545946644,8.64438593540027e-07,1.18420879039348e-05,-4.05270724112809,"Downregulated"
"BMP1",95.0634125636672,199.75,5.41532362885159,8.67044880986987e-07,1.18701778995122e-05,-4.05282171526999,"Upregulated"
"DGUOK",264.227164685908,1127.19275362319,5.41456703167015,8.69607232640223e-07,1.18952498751153e-05,-4.05293393296369,"Upregulated"
"OR1J2",-80.1799660441427,124.891304347826,-5.41445414509573,8.69990181436066e-07,1.18952498751153e-05,-4.05295067642698,"Downregulated"
"TGFBR1",363.016553480476,890.194202898551,5.41350993026166,8.73199777085493e-07,1.19314956105022e-05,-4.05309072592877,"Upregulated"
"ABHD5",-79.4984719864176,298.720652173913,-5.41222935966367,8.77571342484096e-07,1.19835621236783e-05,-4.05328067210965,"Downregulated"
"PROCR",751.037945670628,1153.33768115942,5.41179025887845,8.79075280941111e-07,1.19964286102615e-05,-4.05334580552156,"Upregulated"
"THEM6",417.9720713073,681.439130434783,5.41083629321461,8.8235139772117e-07,1.20334475103008e-05,-4.05348731402289,"Upregulated"
"PDCD4",-955.722495755518,1933.97362318841,-5.40984112474413,8.85781815574266e-07,1.20624070534268e-05,-4.05363493926167,"Downregulated"
"ERI1",165.88285229202,362.970289855072,5.40982823048735,8.85826349011075e-07,1.20624070534268e-05,-4.05363685205332,"Upregulated"
"USP7-AS1",-65.5817911714771,89.0550724637681,-5.40959100440223,8.86646059903278e-07,1.20624070534268e-05,-4.05367204337792,"Downregulated"
"SLC25A39",764.530645161291,1791.4652173913,5.40956555313871,8.86734048503069e-07,1.20624070534268e-05,-4.05367581896449,"Upregulated"
"ATP6V1C1",300.93503820034,916.349275362319,5.40838089451953,8.90839100237421e-07,1.21105351137941e-05,-4.05385156158906,"Upregulated"
